id,priority,level,file,index,word,wordType,article,articleStatus,plural,pluralStatus,flags,reviewerPrompt,meaningVi,meaningDe,exampleSentence1,reviewerVerdict,reviewerNotes
"content/b1/vocabulary/31-landwirtschaft-ernte.json#words[16]","P2","B1","content/b1/vocabulary/31-landwirtschaft-ernte.json","16","Vieh","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","gia súc","Tiere, die auf einem Bauernhof leben, wie Kühe, Schweine oder Schafe.","Das Vieh auf dem Bauernhof wird gut versorgt.","",""
"content/b1/vocabulary/31-landwirtschaft-ernte.json#words[3]","P2","B1","content/b1/vocabulary/31-landwirtschaft-ernte.json","3","Getreide","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","ngũ cốc, lúa mạch","Pflanzen wie Weizen oder Mais, aus denen man Mehl oder Brot macht.","Getreide ist die Grundlage vieler Nahrungsmittel.","",""
"content/b1/vocabulary/31-landwirtschaft-ernte.json#words[4]","P2","B1","content/b1/vocabulary/31-landwirtschaft-ernte.json","4","Gemüse","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","rau củ","Pflanzen, die man isst, wie zum Beispiel Karotten oder Tomaten.","Frisches Gemüse ist sehr gesund.","",""
"content/b1/vocabulary/32-handwerk-reparatur.json#words[13]","P2","B1","content/b1/vocabulary/32-handwerk-reparatur.json","13","Strom","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","dòng điện, điện","elektrische Energie aus der Leitung","Vergessen Sie nicht, den Strom auszuschalten, bevor Sie an elektrischen Geräten arbeiten.","",""
"content/b1/vocabulary/34-diskussion-argumentation.json#words[13]","P2","B1","content/b1/vocabulary/34-diskussion-argumentation.json","13","Konsens","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự đồng thuận, nhất trí","Einigsein aller Beteiligten","Nach langer Diskussion wurde ein Konsens gefunden.","",""
"content/b1/vocabulary/34-diskussion-argumentation.json#words[7]","P2","B1","content/b1/vocabulary/34-diskussion-argumentation.json","7","Zustimmung","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự đồng ý, sự chấp thuận","das Einverständnis mit einer Idee oder Handlung","Wir brauchen Ihre Zustimmung, um fortzufahren.","",""
"content/b1/vocabulary/36-hotel-unterkunft.json#words[10]","P2","B1","content/b1/vocabulary/36-hotel-unterkunft.json","10","Verfügbarkeit","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự có sẵn, tính khả dụng","Die Information, ob ein Zimmer oder ein Platz noch frei ist.","Ich muss zuerst die Verfügbarkeit der Zimmer prüfen.","",""
"content/b1/vocabulary/37-flughafen-grenze.json#words[14]","P2","B1","content/b1/vocabulary/37-flughafen-grenze.json","14","Grenzschutz","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","lực lượng bảo vệ biên giới","Die Polizei an der Grenze eines Landes.","Der Grenzschutz kontrolliert alle Personen, die das Land verlassen.","",""
"content/b1/vocabulary/38-notfall-erste-hilfe.json#words[4]","P2","B1","content/b1/vocabulary/38-notfall-erste-hilfe.json","4","Bewusstsein","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","ý thức","Der Zustand, wenn man wach ist und weiß, was passiert.","Nach dem Sturz verlor der Mann das Bewusstsein.","",""
"content/b1/vocabulary/38-notfall-erste-hilfe.json#words[5]","P2","B1","content/b1/vocabulary/38-notfall-erste-hilfe.json","5","Erste Hilfe","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sơ cứu","Die medizinischen Maßnahmen, die sofort nach einem Unfall durchgeführt werden, bevor professionelle Hilfe eintrifft.","Jeder sollte wissen, wie man Erste Hilfe leistet.","",""
"content/b1/vocabulary/38-notfall-erste-hilfe.json#words[9]","P2","B1","content/b1/vocabulary/38-notfall-erste-hilfe.json","9","Atemnot","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","khó thở","Wenn man große Schwierigkeiten beim Atmen hat.","Bei Atemnot sollte man sofort einen Arzt rufen.","",""
"content/b1/vocabulary/39-muell-recycling.json#words[1]","P2","B1","content/b1/vocabulary/39-muell-recycling.json","1","Recycling","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","tái chế","Das Wiederverwenden von Materialien","Recycling ist ein wichtiger Beitrag zum Umweltschutz.","",""
"content/b1/vocabulary/39-muell-recycling.json#words[5]","P2","B1","content/b1/vocabulary/39-muell-recycling.json","5","Plastik","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","nhựa","Ein künstliches Material, aus dem viele Flaschen gemacht sind","Plastik ist ein großes Problem für unsere Meere und die Tierwelt.","",""
"content/b1/vocabulary/39-muell-recycling.json#words[9]","P2","B1","content/b1/vocabulary/39-muell-recycling.json","9","Restmüll","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","rác thải còn lại, rác không thể tái chế","Müll, den man nicht trennen oder recyceln kann","Alles, was nicht recycelt werden kann, kommt in den Restmüll.","",""
"content/b1/vocabulary/40-steuern-abgaben.json#words[7]","P2","B1","content/b1/vocabulary/40-steuern-abgaben.json","7","Steuerhinterziehung","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","trốn thuế","das Verheimlichen von Einkünften, um Steuern zu sparen","Steuerhinterziehung ist in Deutschland eine Straftat.","",""
"content/b1/vocabulary/40-steuern-abgaben.json#words[8]","P2","B1","content/b1/vocabulary/40-steuern-abgaben.json","8","Steuerlast","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","gánh nặng thuế","die Gesamtsumme der Steuern, die eine Person oder Firma zahlen muss","Viele kleine Unternehmen beschweren sich über die hohe Steuerlast.","",""
"content/b1/vocabulary/42-bewertungen-beschwerden.json#words[10]","P2","B1","content/b1/vocabulary/42-bewertungen-beschwerden.json","10","Feedback","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Phản hồi","Eine Information darüber, wie jemand eine Leistung oder ein Produkt findet.","Wir freuen uns über Ihr Feedback zu unserem Service.","",""
"content/b1/vocabulary/42-bewertungen-beschwerden.json#words[3]","P2","B1","content/b1/vocabulary/42-bewertungen-beschwerden.json","3","Kundendienst","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Dịch vụ khách hàng","Die Abteilung in einer Firma, die Kunden hilft.","Der Kundendienst war sehr hilfsbereit und freundlich.","",""
"content/b1/vocabulary/42-bewertungen-beschwerden.json#words[4]","P2","B1","content/b1/vocabulary/42-bewertungen-beschwerden.json","4","Qualität","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Chất lượng","Wie gut oder schlecht ein Produkt gemacht ist.","Die Qualität des Essens war hervorragend.","",""
"content/b1/vocabulary/42-bewertungen-beschwerden.json#words[6]","P2","B1","content/b1/vocabulary/42-bewertungen-beschwerden.json","6","Zufriedenheit","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Sự hài lòng","Das Gefühl, wenn man mit einer Situation oder einem Produkt einverstanden ist.","Die Zufriedenheit unserer Kunden ist unser höchstes Ziel.","",""
"content/b1/vocabulary/42-bewertungen-beschwerden.json#words[7]","P2","B1","content/b1/vocabulary/42-bewertungen-beschwerden.json","7","Unzufriedenheit","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Sự không hài lòng","Das Gefühl, wenn man mit einer Situation oder einem Produkt nicht einverstanden ist.","Die Unzufriedenheit der Mitarbeiter führte zu einem Streik.","",""
"content/b1/vocabulary/42-bewertungen-beschwerden.json#words[9]","P2","B1","content/b1/vocabulary/42-bewertungen-beschwerden.json","9","Ersatz","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Sự thay thế, đồ thay thế","Eine Sache, die eine andere übernimmt, weil diese kaputt oder weg ist.","Ich habe einen Ersatz für das kaputte Handy bekommen.","",""
"content/b2/vocabulary/01-identitaet-selbstbild.json#words[12]","P2","B2","content/b2/vocabulary/01-identitaet-selbstbild.json","12","Selbstverwirklichung","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","tự hiện thực hóa","Das Ziel, seine eigenen Talente und Wünsche voll zu nutzen.","Die Selbstverwirklichung ist ein grundlegendes menschliches Bedürfnis.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[1]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","1","Verständnis","NOMEN","NEUTRUM","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự thấu hiểu, sự thông cảm","Die Fähigkeit, die Gründe oder Gefühle einer anderen Person zu akzeptieren oder zu begreifen.","Für ein harmonisches Zusammenleben ist gegenseitiges Verständnis unerlässlich.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[10]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","10","Zuneigung","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","tình cảm, sự yêu mến","Ein Gefühl von Liebe oder Sympathie für eine Person.","Ihre Zuneigung zueinander war in jedem ihrer Blicke spürbar.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[11]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","11","Verbundenheit","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự gắn bó, sự kết nối","Ein starkes Gefühl der emotionalen Nähe zu einer Person oder einer Gruppe.","Trotz der räumlichen Distanz spürten sie eine tiefe Verbundenheit.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[12]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","12","Eifersucht","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự ghen tuông","Ein negatives Gefühl, wenn man Angst hat, jemanden zu verlieren.","Eifersucht kann eine Beziehung zerstören, wenn sie nicht kontrolliert wird.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[16]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","16","Zugehörigkeit","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự thuộc về, cảm giác thuộc về","Das Gefühl, Teil einer Gruppe oder Familie zu sein.","Das Gefühl der Zugehörigkeit zu einer Gruppe stärkt das Selbstwertgefühl.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[3]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","3","Empathie","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự đồng cảm","Die Fähigkeit, die Gefühle anderer Menschen zu verstehen.","Empathie ermöglicht es uns, die Gefühle anderer nachzuvollziehen und angemessen zu reagieren.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[5]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","5","Vertrauen","NOMEN","NEUTRUM","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự tin tưởng, lòng tin","Das Gefühl, dass man sich auf jemanden verlassen kann.","Vertrauen ist die Basis jeder stabilen zwischenmenschlichen Beziehung.","",""
"content/b2/vocabulary/02-zwischenmenschliches.json#words[9]","P2","B2","content/b2/vocabulary/02-zwischenmenschliches.json","9","Rückhalt","NOMEN","MASKULIN","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự ủng hộ, sự hỗ trợ","Die Unterstützung, die man von anderen Personen bekommt.","Ohne den Rückhalt meiner Familie hätte ich diese schwierige Zeit kaum überstanden.","",""
"content/b2/vocabulary/04-architektur-stadtplanung.json#words[15]","P2","B2","content/b2/vocabulary/04-architektur-stadtplanung.json","15","Denkmalschutz","NOMEN","MASKULIN","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự bảo vệ di tích","die gesetzliche Regelung zur Erhaltung und Pflege historisch bedeutsamer Gebäude","Der Denkmalschutz spielt eine wichtige Rolle bei der Bewahrung des kulturellen Erbes einer Stadt.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[1]","P2","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","1","Artenvielfalt","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","đa dạng sinh học","das Vorkommen vieler verschiedener Tier- und Pflanzenarten in einem bestimmten Gebiet","Der Schutz der Artenvielfalt ist entscheidend für das Gleichgewicht unserer Ökosysteme.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[12]","P2","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","12","Artenschutz","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","bảo vệ loài","Maßnahmen, die verhindern sollen, dass Tier- oder Pflanzenarten aussterben","Der Artenschutz ist eine globale Aufgabe, die auch lokale Maßnahmen erfordert.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[15]","P2","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","15","Bewusstsein","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","ý thức","das Wissen oder die Erkenntnis, dass etwas existiert","Das Bewusstsein für Umweltthemen muss in der Bevölkerung weiter geschärft werden.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[2]","P2","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","2","Nachhaltigkeit","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự bền vững","eine Lebensweise, bei der Ressourcen so genutzt werden, dass sie auch für zukünftige Generationen erhalten bleiben","Um die globale Erwärmung zu bekämpfen, müssen wir uns der Nachhaltigkeit verschreiben.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[3]","P2","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","3","Klimawandel","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","biến đổi khí hậu","die langfristige Änderung der globalen Durchschnittstemperatur und der Wetterbedingungen auf der Erde","Der Klimawandel stellt eine der größten Herausforderungen des 21. Jahrhunderts dar.","",""
"content/b2/vocabulary/05-oekologie-artenvielfalt.json#words[8]","P2","B2","content/b2/vocabulary/05-oekologie-artenvielfalt.json","8","Naturschutz","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","bảo tồn thiên nhiên","Maßnahmen, die darauf abzielen, die Natur und ihre Vielfalt vor Zerstörung zu bewahren","Der Naturschutz spielt eine zentrale Rolle bei der Erhaltung unserer natürlichen Umwelt.","",""
"content/b2/vocabulary/06-ernaehrungswissenschaft.json#words[10]","P2","B2","content/b2/vocabulary/06-ernaehrungswissenschaft.json","10","Übergewicht","NOMEN","NEUTRUM","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","thừa cân, béo phì","Der Zustand, wenn eine Person zu viel Körperfett hat.","Übergewicht erhöht das Risiko für zahlreiche chronische Krankheiten wie Diabetes Typ 2 und Herz-Kreislauf-Erkrankungen.","",""
"content/b2/vocabulary/06-ernaehrungswissenschaft.json#words[11]","P2","B2","content/b2/vocabulary/06-ernaehrungswissenschaft.json","11","Unterernährung","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","suy dinh dưỡng","Der Zustand, wenn der Körper nicht genug Nahrung oder Nährstoffe bekommt.","Unterernährung ist ein globales Problem, das insbesondere Kinder in Entwicklungsländern betrifft und ihre körperliche sowie geistige Entwicklung beeinträchtigt.","",""
"content/b2/vocabulary/06-ernaehrungswissenschaft.json#words[15]","P2","B2","content/b2/vocabulary/06-ernaehrungswissenschaft.json","15","Wohlbefinden","NOMEN","NEUTRUM","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sức khỏe, sự thoải mái","Das Gefühl, körperlich und psychisch gesund zu sein.","Eine ausgewogene Ernährung trägt maßgeblich zum körperlichen und geistigen Wohlbefinden bei.","",""
"content/b2/vocabulary/07-konsumverhalten-werbung.json#words[1]","P2","B2","content/b2/vocabulary/07-konsumverhalten-werbung.json","1","Konsumverhalten","NOMEN","NEUTRUM","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","hành vi tiêu dùng","Die Art und Weise, wie Menschen Produkte kaufen und nutzen.","Das Konsumverhalten hat sich durch die Digitalisierung und den Online-Handel stark verändert.","",""
"content/b2/vocabulary/07-konsumverhalten-werbung.json#words[11]","P2","B2","content/b2/vocabulary/07-konsumverhalten-werbung.json","11","Kundenbindung","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự gắn kết khách hàng","Maßnahmen, damit Kunden langfristig bei einer Firma bleiben.","Eine hohe Kundenbindung ist der Schlüssel zum langfristigen Erfolg eines Unternehmens.","",""
"content/b2/vocabulary/07-konsumverhalten-werbung.json#words[16]","P2","B2","content/b2/vocabulary/07-konsumverhalten-werbung.json","16","Kaufkraft","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sức mua","Die Menge an Waren, die man mit seinem Geld kaufen kann.","Die Kaufkraft der Bevölkerung ist ein wichtiger Indikator für die wirtschaftliche Entwicklung eines Landes.","",""
"content/b2/vocabulary/07-konsumverhalten-werbung.json#words[5]","P2","B2","content/b2/vocabulary/07-konsumverhalten-werbung.json","5","Markenloyalität","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","lòng trung thành với thương hiệu","Die Treue eines Kunden zu einer bestimmten Marke, die dazu führt, dass er immer wieder dort kauft.","Starke Markenloyalität ist ein wertvolles Gut für jedes Unternehmen, da sie wiederkehrende Umsätze sichert.","",""
"content/b2/vocabulary/07-konsumverhalten-werbung.json#words[6]","P2","B2","content/b2/vocabulary/07-konsumverhalten-werbung.json","6","Nachhaltigkeit","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự bền vững","Die Eigenschaft einer Entwicklung, die Ressourcen so nutzt, dass sie auch für zukünftige Generationen erhalten bleiben.","Immer mehr Konsumenten legen Wert auf Nachhaltigkeit bei ihren Kaufentscheidungen.","",""
"content/b2/vocabulary/07-konsumverhalten-werbung.json#words[8]","P2","B2","content/b2/vocabulary/07-konsumverhalten-werbung.json","8","Glaubwürdigkeit","NOMEN","FEMININ","","-","","no_plural_marker_needs_policy","Verify whether ""-"" is pedagogically correct for this noun.","sự đáng tin cậy","Die Eigenschaft, dass man jemandem oder etwas vertrauen kann.","Die Glaubwürdigkeit einer Marke hängt stark von der Transparenz ihrer Kommunikation ab.","",""
"content/b2/vocabulary/08-migration-integration.json#words[13]","P2","B2","content/b2/vocabulary/08-migration-integration.json","13","Zusammenhalt","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự gắn kết","Die starke Verbindung und Unterstützung innerhalb einer Gruppe.","Der soziale Zusammenhalt einer Gesellschaft wird durch gemeinsame Werte und gegenseitigen Respekt gefördert.","",""
"content/b2/vocabulary/10-arbeitswelt-globalisierung.json#words[15]","P2","B2","content/b2/vocabulary/10-arbeitswelt-globalisierung.json","15","Wirtschaftswachstum","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","tăng trưởng kinh tế","Die Zunahme der produzierten Waren und Dienstleistungen in einem Land.","Ein nachhaltiges Wirtschaftswachstum ist entscheidend für die Schaffung von Arbeitsplätzen und Wohlstand.","",""
"content/b2/vocabulary/11-literatur-philosophie.json#words[15]","P2","B2","content/b2/vocabulary/11-literatur-philosophie.json","15","Existenzialismus","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","chủ nghĩa hiện sinh","Eine philosophische Richtung, die die Freiheit und Verantwortung des Einzelnen betont.","Der Existenzialismus betont die Freiheit und Verantwortung des Einzelnen für sein Handeln.","",""
"content/b2/vocabulary/11-literatur-philosophie.json#words[16]","P2","B2","content/b2/vocabulary/11-literatur-philosophie.json","16","Aufklärung","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","Thời kỳ Khai sáng","Eine Epoche, in der Vernunft und Wissen wichtiger wurden als Traditionen.","Die Ideale der Aufklärung, wie Vernunft und Freiheit, prägen unsere modernen Gesellschaften.","",""
"content/b2/vocabulary/12-medienlandschaft-ethik.json#words[10]","P2","B2","content/b2/vocabulary/12-medienlandschaft-ethik.json","10","Datenschutz","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","bảo vệ dữ liệu","Der Schutz von persönlichen Informationen vor dem Missbrauch.","Der Datenschutz ist ein wichtiges Thema im Umgang mit persönlichen Informationen im Internet.","",""
"content/b2/vocabulary/12-medienlandschaft-ethik.json#words[16]","P2","B2","content/b2/vocabulary/12-medienlandschaft-ethik.json","16","Privatsphäre","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","quyền riêng tư","Der Bereich des Lebens, der nicht öffentlich sein soll.","Der Schutz der Privatsphäre ist ein Grundrecht, das im digitalen Raum oft gefährdet ist.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[0]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","0","Achtsamkeit","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự chú tâm, sự tỉnh thức","Die bewusste Konzentration auf den gegenwärtigen Moment und die eigenen Empfindungen.","Durch regelmäßige Achtsamkeitsübungen können wir lernen, unsere Emotionen besser zu steuern.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[1]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","1","Selbstbewusstsein","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự tự nhận thức, sự tự tin","Das Vertrauen in die eigenen Fähigkeiten und das Wissen über sich selbst.","Ein hohes Maß an Selbstbewusstsein ist entscheidend für persönliche Entwicklung und Erfolg im Berufsleben.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[10]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","10","Wertschätzung","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự trân trọng, sự đánh giá cao","Die Anerkennung und der Respekt gegenüber einer Person.","Mitarbeiter, die Wertschätzung erfahren, sind in der Regel motivierter und loyaler.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[14]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","14","Einfühlungsvermögen","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","khả năng đồng cảm","Die Fähigkeit, sich in die Gefühle anderer hineinzuversetzen.","Manager mit hohem Einfühlungsvermögen können die Bedürfnisse ihrer Mitarbeiter besser verstehen und unterstützen.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[15]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","15","Feingefühl","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự tế nhị, sự tinh tế","Ein sehr vorsichtiges und taktvolles Verhalten gegenüber anderen.","Im Umgang mit sensiblen Themen ist Feingefühl unerlässlich, um Missverständnisse zu vermeiden.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[17]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","17","Ärger","NOMEN","MASKULIN","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự tức giận, sự bực bội","Ein Zustand von Verärgerung, wenn etwas nicht nach den eigenen Vorstellungen verläuft.","Seinen Ärger über die Ungerechtigkeit konnte er kaum verbergen.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[2]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","2","Selbstbeherrschung","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự tự chủ, khả năng kiềm chế bản thân","Die Fähigkeit, seine eigenen Emotionen und Impulse zu kontrollieren.","Die Selbstbeherrschung ist eine wichtige Fähigkeit, um in stressigen Situationen ruhig zu bleiben.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[3]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","3","Resilienz","NOMEN","FEMININ","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sức bật, khả năng phục hồi","Die psychische Kraft, schwierige Situationen zu überstehen.","Resilienz hilft Menschen, schwierige Lebensphasen zu überwinden und gestärkt daraus hervorzugehen.","",""
"content/b2/vocabulary/15-emotionale-intelligenz.json#words[8]","P2","B2","content/b2/vocabulary/15-emotionale-intelligenz.json","8","Verständnis","NOMEN","NEUTRUM","","","not_applicable_or_needs_review","plural_morphology_pending","Confirm plural form or mark the noun as normally singular-only/uncountable.","sự hiểu biết","Die Fähigkeit, eine Situation oder die Meinung anderer zu begreifen.","Ein tiefes Verständnis für die Beweggründe anderer ist essenziell für Empathie.","",""
