file_path,item_id,level,type,teil,prompt,answer,options,key_evidence,de,vi,de_class,prescreen_flags,selection_reason,verdict,error_dimension,note
"content/a2/reading/A2-T4-007.json","Q4","a2","detail_extraction","4","Wann kommt der Bus am Sonntag am Marktplatz an?","b","","Marktplatz: Sonn-/Feiertag 9:45 / 11:45","Am Sonntag hält der Bus am Marktplatz um 9:45 und 11:45."," Câu hỏi: „Wann kommt der Bus am Sonntag am Marktplatz an?“. Phương án đúng (b): „Um 9:45 und 11:45.“. Bằng chứng trong bài: „Marktplatz: Sonn-/Feiertag 9:45 / 11:45“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/a2/reading/A2-T4-009.json","Q5","a2","detail_extraction","4","Was muss man mitbringen?","b","","Bitte Personalausweis mitbringen","Man soll den Personalausweis mitbringen."," Câu hỏi: „Was muss man mitbringen?“. Phương án đúng (b): „Den Personalausweis.“. Bằng chứng trong bài: „Bitte Personalausweis mitbringen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/a2/reading/A2-T4-010.json","Q1","a2","detail_extraction","4","Wann beginnt das Stadtfest?","b","","14:00: Eröffnung durch Bürgermeister","Das Stadtfest beginnt um 14:00 mit der Eröffnung."," Câu hỏi: „Wann beginnt das Stadtfest?“. Phương án đúng (b): „Um 14:00 Uhr.“. Bằng chứng trong bài: „14:00: Eröffnung durch Bürgermeister“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/a2/reading/A2-T4-010.json","Q5","a2","detail_extraction","4","Wann fährt die letzte S-Bahn?","c","","Letzte S-Bahn: 0:15 Uhr ab Hauptbahnhof","Die letzte S-Bahn fährt um 0:15 ab Hauptbahnhof."," Câu hỏi: „Wann fährt die letzte S-Bahn?“. Phương án đúng (c): „Um 0:15 Uhr.“. Bằng chứng trong bài: „Letzte S-Bahn: 0:15 Uhr ab Hauptbahnhof“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T1-001.json","Q5","b1","richtig_falsch","1","Julia isst heute überhaupt kein Fleisch und keinen Fisch mehr.","falsch","","ab und zu esse ich auch mal Fisch","Julia isst ab und zu noch Fisch und vermisst manchmal einen Burger.","Đáp án: falsch (SAI). Nhận định: „Julia isst heute überhaupt kein Fleisch und keinen Fisch mehr.“. Bằng chứng trong bài: „ab und zu esse ich auch mal Fisch“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-002.json","Q3","b1","richtig_falsch","1","Im Hostel hat Max andere Reisende kennengelernt und mit ihnen etwas unternommen.","richtig","","Wir haben zusammen gekocht, sind an den Strand gegangen und haben Ausflüge gemacht","Er hat andere Reisende kennengelernt, zusammen gekocht und Ausflüge gemacht.","Đáp án: richtig (ĐÚNG). Nhận định: „Im Hostel hat Max andere Reisende kennengelernt und mit ihnen etwas unternommen.“. Bằng chứng trong bài: „Wir haben zusammen gekocht, sind an den Strand gegangen und haben Ausflüge gemacht“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-002.json","Q4","b1","richtig_falsch","1","Max hat während der Reise nie Probleme gehabt.","falsch","","Einmal habe ich meinen Zug verpasst und musste vier Stunden am Bahnhof warten","Er hat seinen Zug verpasst und war manchmal einsam.","Đáp án: falsch (SAI). Nhận định: „Max hat während der Reise nie Probleme gehabt.“. Bằng chứng trong bài: „Einmal habe ich meinen Zug verpasst und musste vier Stunden am Bahnhof warten“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-002.json","Q5","b1","richtig_falsch","1","Max möchte als Nächstes nach Griechenland reisen.","richtig","","Jetzt plane ich schon meine nächste Reise — dieses Mal nach Griechenland","Er plant seine nächste Reise nach Griechenland.","Đáp án: richtig (ĐÚNG). Nhận định: „Max möchte als Nächstes nach Griechenland reisen.“. Bằng chứng trong bài: „Jetzt plane ich schon meine nächste Reise — dieses Mal nach Griechenland“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-003.json","Q1","b1","richtig_falsch","1","Der Autor deutet an, dass lena hat angefangen, weniger Plastik zu benutzen, nachdem sie einen Film gesehen hat.","richtig","","Vor einem Jahr habe ich einen Dokumentarfilm über Plastik im Meer gesehen","Ein Dokumentarfilm über Plastik im Meer hat sie motiviert.","Đáp án: richtig (ĐÚNG). Nhận định: „Der Autor deutet an, dass lena hat angefangen, weniger Plastik zu benutzen, nachdem sie einen Film gesehen hat.“. Bằng chứng trong bài: „Vor einem Jahr habe ich einen Dokumentarfilm über Plastik im Meer gesehen“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-005.json","Q3","b1","richtig_falsch","1","Laut dem Text gilt: sarah verdient in der Ausbildung kein Geld.","falsch","","Das Beste ist, dass ich von Anfang an Geld verdiene","Sie verdient von Anfang an Geld, nicht viel, aber genug.","Đáp án: falsch (SAI). Nhận định: „Laut dem Text gilt: sarah verdient in der Ausbildung kein Geld.“. Bằng chứng trong bài: „Das Beste ist, dass ich von Anfang an Geld verdiene“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-006.json","Q5","b1","richtig_falsch","1","Anna bereut ihre Entscheidung, in die WG gezogen zu sein.","falsch","","Insgesamt bin ich froh, dass ich den Schritt gewagt habe","Anna ist froh und würde es jedem empfehlen.","Đáp án: falsch (SAI). Nhận định: „Anna bereut ihre Entscheidung, in die WG gezogen zu sein.“. Bằng chứng trong bài: „Insgesamt bin ich froh, dass ich den Schritt gewagt habe“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-007.json","Q1","b1","richtig_falsch","1","Aus dem Text lässt sich schließen, dass im Text wird erwähnt, dass yumi hat sich selbst die Theaterkarte gekauft.","falsch","","Eine Kollegin hatte mir eine Karte geschenkt","Eine Kollegin hat ihr die Karte geschenkt.","Đáp án: falsch (SAI). Nhận định: „Aus dem Text lässt sich schließen, dass im Text wird erwähnt, dass yumi hat sich selbst die Theaterkarte gekauft.“. Bằng chứng trong bài: „Eine Kollegin hatte mir eine Karte geschenkt“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","","stratified","","",""
"content/b1/reading/B1-T1-007.json","Q4","b1","richtig_falsch","1","Das Publikum hat am Ende lange geklatscht.","richtig","","hat das ganze Publikum aufgestanden und lange geklatscht","Das ganze Publikum hat aufgestanden und lange geklatscht.","Đáp án: richtig (ĐÚNG). Nhận định: „Das Publikum hat am Ende lange geklatscht.“. Bằng chứng trong bài: „hat das ganze Publikum aufgestanden und lange geklatscht“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","","stratified","","",""
"content/b1/reading/B1-T1-008.json","Q3","b1","richtig_falsch","1","Chris hat ganz allein trainiert, ohne Hilfe von anderen.","falsch","","Am wichtigsten war meine Laufgruppe","Er hatte eine Laufgruppe, die ihm sehr geholfen hat.","Đáp án: falsch (SAI). Nhận định: „Chris hat ganz allein trainiert, ohne Hilfe von anderen.“. Bằng chứng trong bài: „Am wichtigsten war meine Laufgruppe“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-008.json","Q4","b1","richtig_falsch","1","Bei Kilometer 35 wollte Chris aufhören.","richtig","","Bei Kilometer 35 wollte ich aufhören","Er wollte bei Kilometer 35 aufhören, aber die Zuschauer haben ihn angefeuert.","Đáp án: richtig (ĐÚNG). Nhận định: „Bei Kilometer 35 wollte Chris aufhören.“. Bằng chứng trong bài: „Bei Kilometer 35 wollte ich aufhören“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","","stratified","","",""
"content/b1/reading/B1-T1-009.json","Q2","b1","richtig_falsch","1","Nina war am Anfang der Meinung, dass Second-Hand-Kleidung nicht schön ist.","richtig","","Ich dachte, Second-Hand-Kleidung wäre alt und hässlich","Sie dachte, Second-Hand-Kleidung wäre alt und hässlich.","Đáp án: richtig (ĐÚNG). Nhận định: „Nina war am Anfang der Meinung, dass Second-Hand-Kleidung nicht schön ist.“. Bằng chứng trong bài: „Ich dachte, Second-Hand-Kleidung wäre alt und hässlich“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","","stratified","","",""
"content/b1/reading/B1-T1-009.json","Q5","b1","richtig_falsch","1","Im Text wird erwähnt, dass nina kauft alle Sachen Second-Hand, auch Unterwäsche.","falsch","","Natürlich kaufe ich einige Dinge wie Unterwäsche und Sportschuhe noch neu","Unterwäsche und Sportschuhe kauft sie noch neu.","Đáp án: falsch (SAI). Nhận định: „Im Text wird erwähnt, dass nina kauft alle Sachen Second-Hand, auch Unterwäsche.“. Bằng chứng trong bài: „Natürlich kaufe ich einige Dinge wie Unterwäsche und Sportschuhe noch neu“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T1-010.json","Q4","b1","richtig_falsch","1","Emma und ihre Großeltern wohnen in der gleichen Stadt.","falsch","","Ich lebe in München, und meine Großeltern wohnen in einem kleinen Dorf in der Nähe von Dresden","Emma lebt in München, ihre Großeltern in der Nähe von Dresden.","Đáp án: falsch (SAI). Nhận định: „Emma und ihre Großeltern wohnen in der gleichen Stadt.“. Bằng chứng trong bài: „Ich lebe in München, und meine Großeltern wohnen in einem kleinen Dorf in der Nähe von Dresden“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T2-002.json","Q4","b1","multiple_choice","2","Warum kritisiert die Flugindustrie das Programm?","b","","weil es ihrer Meinung nach den Wettbewerb verzerrt","Die Flugindustrie meint, das Programm verzerrt den Wettbewerb."," Câu hỏi: „Warum kritisiert die Flugindustrie das Programm?“. Phương án đúng (b): „Weil es den Wettbewerb verzerrt.“. Bằng chứng trong bài: „weil es ihrer Meinung nach den Wettbewerb verzerrt“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T2-003.json","Q4","b1","multiple_choice","2","Wie viel Zuschuss können Hausbesitzer bekommen?","b","","bis zu 5.000 Euro Zuschuss","Hausbesitzer können bis zu 5.000 Euro Zuschuss beantragen."," Câu hỏi: „Wie viel Zuschuss können Hausbesitzer bekommen?“. Phương án đúng (b): „Bis zu 5.000 Euro.“. Bằng chứng trong bài: „bis zu 5.000 Euro Zuschuss“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T2-004.json","Q4","b1","multiple_choice","2","Was meint Jan Schulze zur Smartphone-Nutzung?","b","","sollten wir die Medienkompetenz der jungen Menschen stärken","Er meint, man sollte die Medienkompetenz stärken statt die Nutzung zu verbieten."," Câu hỏi: „Was meint Jan Schulze zur Smartphone-Nutzung?“. Phương án đúng (b): „Man sollte die Medienkompetenz der Jugendlichen stärken.“. Bằng chứng trong bài: „sollten wir die Medienkompetenz der jungen Menschen stärken“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T2-004.json","Q5","b1","multiple_choice","2","Was hat die Gesamtschule Köln-Mülheim eingeführt?","b","","ein Fach namens ""Digitale Welten""","Die Schule hat ein Fach namens „Digitale Welten“ eingeführt."," Câu hỏi: „Was hat die Gesamtschule Köln-Mülheim eingeführt?“. Phương án đúng (b): „Ein neues Schulfach über digitale Medien.“. Bằng chứng trong bài: „ein Fach namens ""Digitale Welten""“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T2-005.json","Q3","b1","multiple_choice","2","Was empfiehlt Professor Klein?","b","","zwei bis drei Tagen Homeoffice und zwei bis drei Tagen im Büro","Er empfiehlt 2-3 Tage Homeoffice und 2-3 Tage Büro."," Câu hỏi: „Was empfiehlt Professor Klein?“. Phương án đúng (b): „Ein hybrides Modell mit 2-3 Tagen Homeoffice.“. Bằng chứng trong bài: „zwei bis drei Tagen Homeoffice und zwei bis drei Tagen im Büro“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T2-005.json","Q5","b1","multiple_choice","2","Wie viele Beschäftigte wurden für die Studie untersucht?","b","","2.500 Beschäftigte aus verschiedenen Branchen","Es wurden 2.500 Beschäftigte untersucht."," Câu hỏi: „Wie viele Beschäftigte wurden für die Studie untersucht?“. Phương án đúng (b): „2.500.“. Bằng chứng trong bài: „2.500 Beschäftigte aus verschiedenen Branchen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T2-006.json","Q3","b1","multiple_choice","2","Warum bezweifeln Kritiker den Erfolg des Programms?","b","","Material- und Fachkräftemangel","Material- und Fachkräftemangel machen den Bau teurer und langsamer."," Câu hỏi: „Warum bezweifeln Kritiker den Erfolg des Programms?“. Phương án đúng (b): „Weil es an Material und Fachkräften fehlt.“. Bằng chứng trong bài: „Material- und Fachkräftemangel“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T2-007.json","Q4","b1","multiple_choice","2","Warum haben viele kleinere Festivals finanzielle Probleme?","b","","Die Kosten für Sicherheit, Technik und Künstlergagen sind stark gestiegen","Die Kosten für Sicherheit, Technik und Gagen sind stark gestiegen."," Câu hỏi: „Warum haben viele kleinere Festivals finanzielle Probleme?“. Phương án đúng (b): „Weil Sicherheit, Technik und Künstlergagen teurer geworden sind.“. Bằng chứng trong bài: „Die Kosten für Sicherheit, Technik und Künstlergagen sind stark gestiegen“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","","stratified","","",""
"content/b1/reading/B1-T2-009.json","Q2","b1","multiple_choice","2","Was bedeutet Showrooming?","b","","kommen zwar noch ins Geschäft, um Produkte anzuschauen, bestellen dann aber online","Kunden schauen im Geschäft und bestellen dann online."," Câu hỏi: „Was bedeutet Showrooming?“. Phương án đúng (b): „Kunden schauen im Geschäft, bestellen aber online.“. Bằng chứng trong bài: „kommen zwar noch ins Geschäft, um Produkte anzuschauen, bestellen dann aber online“. Các phương án còn lại không khớp với thông tin trong bài.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-002.json","Q3","b1","matching","3","Lukas (16) möchte sein Englisch verbessern und bei einer Familie im Ausland wohnen.","B","","Englisch lernen in Dublin / Gastfamilie / Schüler 14–17","Die Sprachreise nach Irland bietet Englischkurs und Gastfamilie für Schüler 14–17 Jahre.","Tình huống này khớp với mục B. Bằng chứng trong bài: „Englisch lernen in Dublin / Gastfamilie / Schüler 14–17“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-003.json","Q1","b1","matching","3","Peter möchte am Wochenende etwas für die Natur tun, draußen, kostenlos.","A","","Jeden Sa / Vogelbeobachtung, Bäume pflanzen / Keine Vorkenntnisse nötig","Der Naturschutzverein sucht Freiwillige für Samstag — draussen, keine Kosten.","Tình huống này khớp với mục A. Bằng chứng trong bài: „Jeden Sa / Vogelbeobachtung, Bäume pflanzen / Keine Vorkenntnisse nötig“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-003.json","Q3","b1","matching","3","Die Position, dass Die Yilmaz' möchten auf ihrem Balkon eigenen Strom produzieren, findet sich bei:","C","","Solar-Workshop für Balkone / Balkonkraftwerk","Der Solar-Workshop zeigt, wie man mit einem Balkonkraftwerk Strom erzeugt.","Tình huống này khớp với mục C. Bằng chứng trong bài: „Solar-Workshop für Balkone / Balkonkraftwerk“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","","stratified","","",""
"content/b1/reading/B1-T3-003.json","Q4","b1","matching","3","Jana möchte in der Stadt Gemüse anbauen, hat aber keinen eigenen Garten.","D","","Eigenes Beet (4 qm) / Hinterhof","Der Gemeinschaftsgarten bietet eigene Beete in der Stadt.","Tình huống này khớp với mục D. Bằng chứng trong bài: „Eigenes Beet (4 qm) / Hinterhof“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-003.json","Q5","b1","matching","3","Familie Berg sucht eine Familien-Aktion für saubere Umwelt.","E","","Für alle Altersgruppen / Gemeinsam für ein sauberes Ufer","Die Müllsammelaktion ist für alle Altersgruppen und räumt das Rheinufer auf.","Tình huống này khớp với mục E. Bằng chứng trong bài: „Für alle Altersgruppen / Gemeinsam für ein sauberes Ufer“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-004.json","Q2","b1","matching","3","Die Ansicht, dass familie Hoffmann sucht Streaming für die ganze Familie, wird vertreten von:","D","","Familien-Abo (bis 5 Profile)","StreamAll Premium bietet ein Familienabo mit bis zu 5 Profilen.","Tình huống này khớp với mục D. Bằng chứng trong bài: „Familien-Abo (bis 5 Profile)“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-004.json","Q4","b1","matching","3","Die Ansicht, dass nina möchte einen eigenen Podcast starten, ohne Erfahrung, wird vertreten von:","C","","Erstelle deinen eigenen Podcast / Für Anfänger","Der Podcast-Workshop ist für Anfänger und deckt Aufnahme, Schnitt und Veröffentlichung ab.","Tình huống này khớp với mục C. Bằng chứng trong bài: „Erstelle deinen eigenen Podcast / Für Anfänger“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-008.json","Q1","b1","matching","3","Herr Petersen (70) sucht sanften Vormittagssport für Gleichgewicht.","F","","ab 65 / Sturzprävention, sanfte Bewegung / Mi 10–11 Uhr","Seniorensport bietet Gymnastik und Balance, Mi 10–11 Uhr, ab 65 Jahre.","Tình huống này khớp với mục F. Bằng chứng trong bài: „ab 65 / Sturzprävention, sanfte Bewegung / Mi 10–11 Uhr“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-008.json","Q4","b1","matching","3","Max möchte am Wochenende günstig draußen Yoga machen.","C","","Sonntag / Englischer Garten / Auf Spendenbasis","Yoga im Park ist sonntags, draussen, auf Spendenbasis.","Tình huống này khớp với mục C. Bằng chứng trong bài: „Sonntag / Englischer Garten / Auf Spendenbasis“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-009.json","Q3","b1","matching","3","Laura möchte alte Kleidung tauschen, kostenlos.","D","","tausche sie gegen andere / Kostenlos","Die Kleidertausch-Party ist kostenlos: Kleidung mitbringen und tauschen.","Tình huống này khớp với mục D. Bằng chứng trong bài: „tausche sie gegen andere / Kostenlos“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-009.json","Q5","b1","matching","3","Die Position, dass tim sucht günstige Markenkleidung in einem neuen Geschäft, findet sich bei:","G","","Top-Marken zu kleinen Preisen / Eröffnungswoche 20 % auf alles","Der neue Second-Hand-Laden hat Top-Marken, 20 % Eröffnungsrabatt.","Tình huống này khớp với mục G. Bằng chứng trong bài: „Top-Marken zu kleinen Preisen / Eröffnungswoche 20 % auf alles“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T3-010.json","Q3","b1","matching","3","Eltern eines 13-Jährigen suchen einen Kurs zur Pubertätsbegleitung.","F","","Wie unterstütze ich mein Kind in der Pubertät","Der Elternkurs behandelt Unterstützung in der Pubertät.","Tình huống này khớp với mục F. Bằng chứng trong bài: „Wie unterstütze ich mein Kind in der Pubertät“. Yêu cầu trong tình huống được đáp ứng đúng ở mục này.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-001.json","Q1","b1","ja_nein","4","Petra M. findet, dass Schulen nur gesundes Essen anbieten sollten.","ja","","Ich finde das eine tolle Idee / Die Schule hat auch eine Verantwortung","Petra findet die Idee toll und sagt, die Schule hat Verantwortung für die Gesundheit.","Đáp án: ja (ĐÚNG). Nhận định: „Petra M. findet, dass Schulen nur gesundes Essen anbieten sollten.“. Bằng chứng trong bài: „Ich finde das eine tolle Idee / Die Schule hat auch eine Verantwortung“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-001.json","Q2","b1","ja_nein","4","Thomas K. ist für ein Verbot von ungesundem Essen in der Schule.","nein","","Das ist doch Unsinn / Man kann den Schülern nicht vorschreiben","Thomas findet das Unsinn und meint, Schüler sollen selbst entscheiden.","Đáp án: nein (SAI). Nhận định: „Thomas K. ist für ein Verbot von ungesundem Essen in der Schule.“. Bằng chứng trong bài: „Das ist doch Unsinn / Man kann den Schülern nicht vorschreiben“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-001.json","Q4","b1","ja_nein","4","Jan P. meint, dass man Kinder lieber aufklären statt Essen verbieten sollte.","ja","","sollte man Kinder lieber über gesunde Ernährung aufklären","Jan ist gegen ein Verbot und findet, man sollte Kinder aufklären.","Đáp án: ja (ĐÚNG). Nhận định: „Jan P. meint, dass man Kinder lieber aufklären statt Essen verbieten sollte.“. Bằng chứng trong bài: „sollte man Kinder lieber über gesunde Ernährung aufklären“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-001.json","Q5","b1","ja_nein","4","Claudia R. ist gegen die Idee, weil sie findet, dass Kinder selbst entscheiden sollen.","nein","","Ja, unbedingt! In Frankreich und Schweden funktioniert das schon","Claudia ist dafür und nennt Frankreich und Schweden als positive Beispiele.","Đáp án: nein (SAI). Nhận định: „Claudia R. ist gegen die Idee, weil sie findet, dass Kinder selbst entscheiden sollen.“. Bằng chứng trong bài: „Ja, unbedingt! In Frankreich und Schweden funktioniert das schon“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-002.json","Q3","b1","ja_nein","4","Dr. Heinz B. meint, die Umweltkosten sollten im Ticketpreis enthalten sein.","ja","","Absolut! / Wenn wir die Umweltkosten einbeziehen, wäre Fliegen automatisch teurer","Er findet es fair, die wahren Umweltkosten einzubeziehen.","Đáp án: ja (ĐÚNG). Nhận định: „Dr. Heinz B. meint, die Umweltkosten sollten im Ticketpreis enthalten sein.“. Bằng chứng trong bài: „Absolut! / Wenn wir die Umweltkosten einbeziehen, wäre Fliegen automatisch teurer“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-002.json","Q4","b1","ja_nein","4","Elif T. ist für teurere Flugtickets.","nein","","Höhere Flugpreise würden bedeuten, dass wir unsere Familie seltener sehen / Das finde ich ungerecht","Elif ist dagegen, weil sie ihre Familie in der Türkei seltener sehen könnte.","Đáp án: nein (SAI). Nhận định: „Elif T. ist für teurere Flugtickets.“. Bằng chứng trong bài: „Höhere Flugpreise würden bedeuten, dass wir unsere Familie seltener sehen / Das finde ich ungerecht“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-002.json","Q5","b1","ja_nein","4","Jonas M. findet die Idee grundsätzlich richtig, hält aber bessere Bahn-Alternativen für notwendig.","ja","","Die Idee ist richtig, aber man muss gleichzeitig die Bahn günstiger und besser machen","Jonas stimmt zu, sagt aber, dass gleichzeitig die Bahn verbessert werden muss.","Đáp án: ja (ĐÚNG). Nhận định: „Jonas M. findet die Idee grundsätzlich richtig, hält aber bessere Bahn-Alternativen für notwendig.“. Bằng chứng trong bài: „Die Idee ist richtig, aber man muss gleichzeitig die Bahn günstiger und besser machen“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-003.json","Q1","b1","ja_nein","4","Stefan G. ist dafür, Autos aus der Innenstadt zu verbannen.","ja","","Unbedingt! / Die Lebensqualität steigt enorm","Stefan sagt unbedingt und lobt das Modell von Amsterdam und Kopenhagen.","Đáp án: ja (ĐÚNG). Nhận định: „Stefan G. ist dafür, Autos aus der Innenstadt zu verbannen.“. Bằng chứng trong bài: „Unbedingt! / Die Lebensqualität steigt enorm“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-003.json","Q2","b1","ja_nein","4","Der Autor deutet an, dass renate H. hält ein Autoverbot in der Innenstadt für eine gute Idee.","nein","","Das ist unrealistisch / Ein komplettes Autoverbot würde den Einzelhandel zerstören","Renate findet es unrealistisch und warnt vor Schäden für den Einzelhandel.","Đáp án: nein (SAI). Nhận định: „Der Autor deutet an, dass renate H. hält ein Autoverbot in der Innenstadt für eine gute Idee.“. Bằng chứng trong bài: „Das ist unrealistisch / Ein komplettes Autoverbot würde den Einzelhandel zerstören“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-003.json","Q3","b1","ja_nein","4","Yusuf D. ist grundsätzlich für autofreie Innenstädte.","ja","","Ich bin dafür, aber nur wenn der öffentliche Nahverkehr ausgebaut wird","Er ist dafür, aber fordert gleichzeitig besseren öffentlichen Nahverkehr.","Đáp án: ja (ĐÚNG). Nhận định: „Yusuf D. ist grundsätzlich für autofreie Innenstädte.“. Bằng chứng trong bài: „Ich bin dafür, aber nur wenn der öffentliche Nahverkehr ausgebaut wird“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
"content/b1/reading/B1-T4-003.json","Q5","b1","ja_nein","4","Lisa S. findet, dass autofreie Zonen besser für Kinder sind.","ja","","Ja! Unsere Kinder verdienen saubere Luft / Autofreie Zonen sind sicherer","Lisa sagt Ja und betont, dass Kinder saubere Luft und Sicherheit verdienen.","Đáp án: ja (ĐÚNG). Nhận định: „Lisa S. findet, dass autofreie Zonen besser für Kinder sind.“. Bằng chứng trong bài: „Ja! Unsere Kinder verdienen saubere Luft / Autofreie Zonen sind sicherer“. Đối chiếu nhận định với đoạn này trong bài để thấy vì sao.","translate-only","de_low_evidence_overlap","flagged","","",""
